"Pickup address";"Ride price";"Booking fee";"Tip";"Payment method";"Distance";"Order date";"Time of Order";"Payment date";"Time of Payment"
"Muthangari Drive 48674, Nairobi 00100";430.0;20.63;0.0;"Cash";10.0;"2023-02-17";"10:23:00";"2023-02-17";"10:42:00"
"Moktar Daddah street 45722, Nairobi 00100";300.0;14.45;0.0;"Cash";6.0;"2023-02-17";"09:55:00";"2023-02-17";"10:12:00"
"Elgeyo Marakwet North, Nairobi";360.0;17.13;0.0;"Cash";6.0;"2023-02-17";"09:30:00";"2023-02-17";"09:55:00"
"City Hall Way, Nairobi";370.0;17.46;0.0;"Cash";7.0;"2023-02-17";"09:00:00";"2023-02-17";"09:24:00"
"Green Court, Nairobi";530.0;25.01;0.0;"Cash";11.0;"2023-02-17";"08:10:00";"2023-02-17";"08:58:00"
"Mbuni Drive, Nairobi";240.0;11.57;0.0;"Cash";4.0;"2023-02-15";"21:06:00";"2023-02-15";"21:24:00"
"Mirema swimming pool, swimmo, Kenya";270.0;12.86;0.0;"Cash";6.0;"2023-02-15";"20:41:00";"2023-02-15";"21:04:00"
"Jacaranda Estate, Nairobi";260.0;12.58;0.0;"Cash";4.0;"2023-02-15";"20:11:00";"2023-02-15";"20:28:00"
"1st Hunters' Link Road, Nairobi";450.0;21.57;0.0;"Cash";8.0;"2023-02-15";"19:34:00";"2023-02-15";"20:12:00"
"Lumumba Drive, Nairobi 00100";320.0;15.36;0.0;"Cash";5.0;"2023-02-15";"18:48:00";"2023-02-15";"19:15:00"
"Lumumba Drive, Nairobi 00100";960.0;44.24;0.0;"Cash";22.0;"2023-02-15";"14:50:00";"2023-02-15";"15:47:00"
"Amani Court Road 8, Nairobi";1410.0;62.25;0.0;"Cash";27.0;"2023-02-12";"22:37:00";"2023-02-12";"23:24:00"
"Katani Road";330.0;15.84;0.0;"Cash";3.0;"2023-02-12";"22:02:00";"2023-02-12";"22:29:00"
"Nation Centre Building, Kimathi Street, Nairobi";830.0;38.11;0.0;"Cash";20.0;"2023-02-12";"21:24:00";"2023-02-12";"21:52:00"
"Ruaka, Kenya";690.0;32.76;0.0;"Cash";16.0;"2023-02-12";"20:40:00";"2023-02-12";"21:23:00"
"Kirichwa Gardens, Nairobi";740.0;34.85;0.0;"Cash";18.0;"2023-02-12";"19:40:00";"2023-02-12";"20:16:00"
"Rose Avenue, Nairobi";210.0;10.0;0.0;"Cash";3.0;"2023-02-12";"19:15:00";"2023-02-12";"19:39:00"
"Njiru, Nairobi";930.0;44.48;0.0;"Cash";4.0;"2023-02-12";"18:15:00";"2023-02-12";"19:10:00"
"Njiru, Nairobi";390.0;18.54;0.0;"Cash";6.0;"2023-02-12";"17:09:00";"2023-02-12";"17:59:00"
"Umoja, Nairobi";360.0;17.34;0.0;"Cash";7.0;"2023-02-12";"16:41:00";"2023-02-12";"17:10:00"
"Transline Galaxy Afya Centre Booking office, Nairobi, Kenya";470.0;22.58;0.0;"Cash";10.0;"2023-02-12";"16:12:00";"2023-02-12";"16:37:00"
"Moi Drive, Nairobi";440.0;21.09;0.0;"Cash";10.0;"2023-02-12";"15:44:00";"2023-02-12";"16:11:00"
"Hamza Road, Nairobi";250.0;11.94;0.0;"Cash";4.0;"2023-02-12";"15:16:00";"2023-02-12";"15:46:00"
"Thika Road";680.0;31.9;0.0;"Cash";18.0;"2023-02-12";"14:49:00";"2023-02-12";"15:14:00"
"Haile Selassie Avenue, Nairobi";790.0;36.5;0.0;"Cash";17.0;"2023-02-12";"14:17:00";"2023-02-12";"14:46:00"
"Beatriz La Roca Apartments, Nairobi, Kenya";620.0;29.45;0.0;"Cash";15.0;"2023-02-12";"13:35:00";"2023-02-12";"14:17:00"
"Nairobi, Kenya";340.0;16.18;0.0;"Cash";6.0;"2023-02-12";"12:53:00";"2023-02-12";"13:14:00"
"Pedestrian Entrance, Garden City Mall";220.0;10.71;0.0;"Cash";4.0;"2023-02-12";"12:41:00";"2023-02-12";"12:51:00"
"Ponderosa Heights, A2, Nairobi, Kenya";190.0;9.0;0.0;"Cash";2.0;"2023-02-12";"12:31:00";"2023-02-12";"12:41:00"
"Thika Road, Nairobi";250.0;12.05;0.0;"Cash";5.0;"2023-02-12";"11:43:00";"2023-02-12";"11:59:00"
"Agip House, Nairobi";490.0;23.44;0.0;"Cash";7.0;"2023-02-12";"10:53:00";"2023-02-12";"11:08:00"
"Haile Selassie Avenue, Nairobi";190.0;9.0;0.0;"Cash";2.0;"2023-02-12";"10:37:00";"2023-02-12";"10:42:00"
"Olive Gardens Apartments, Nairobi, Kenya";410.0;19.29;0.0;"Bolt Payment";9.0;"2023-02-12";"10:02:00";"2023-02-12";"10:25:00"
"Muthangari, Nairobi";360.0;17.22;0.0;"Cash";8.0;"2023-02-12";"09:22:00";"2023-02-12";"09:52:00"
"Thiomi Ltd, State House Road, Nairobi, Kenya";280.0;13.43;0.0;"Cash";4.0;"2023-02-12";"08:55:00";"2023-02-12";"09:14:00"
"Donholm, Nairobi";470.0;22.26;0.0;"Cash";11.0;"2023-02-12";"08:31:00";"2023-02-12";"08:52:00"
"Lamu Road, Nairobi";430.0;20.44;0.0;"Cash";9.0;"2023-02-11";"17:15:00";"2023-02-11";"17:46:00"
"HABADO APARTMENTS, Daidai Road, Nairobi, Kenya";260.0;12.33;0.0;"Cash";4.0;"2023-02-11";"16:51:00";"2023-02-11";"17:07:00"
"Mwanzi Road Westgate Mall, Nairobi 00100";470.0;22.32;0.0;"Cash";10.0;"2023-02-11";"16:33:00";"2023-02-11";"16:52:00"
"Ngong Road, Nairobi";660.0;31.21;0.0;"Cash";15.0;"2023-02-11";"14:22:00";"2023-02-11";"15:05:00"
"USHIRIKA TOWERS TWO, Mweni Road, Nairobi, Kenya";560.0;26.53;0.0;"Cash";11.0;"2023-02-11";"13:39:00";"2023-02-11";"14:17:00"
"Limuru Road, Nairobi";190.0;9.0;0.0;"Cash";2.0;"2023-02-11";"11:45:00";"2023-02-11";"11:50:00"
"Five Star Phase 2 Estate, Five Stars Road, Nairobi";410.0;19.47;0.0;"Cash";7.0;"2023-02-11";"11:17:00";"2023-02-11";"11:42:00"
"Mbagathi Road, Nairobi";300.0;14.27;0.0;"Cash";6.0;"2023-02-11";"11:06:00";"2023-02-11";"11:20:00"
"Magadi Road, Nairobi";450.0;21.38;0.0;"Bolt Payment";9.0;"2023-02-11";"10:44:00";"2023-02-11";"11:06:00"
"Mlolongo, Kenya";990.0;47.37;0.0;"Cash";23.0;"2023-02-11";"09:31:00";"2023-02-11";"10:29:00"
"Nairobi, Kenya";620.0;24.58;0.0;"Cash";12.0;"2023-02-11";"07:50:00";"2023-02-11";"08:19:00"
"Green Court, Nairobi";400.0;19.09;0.0;"Cash";8.0;"2023-02-11";"07:22:00";"2023-02-11";"07:48:00"
"Old Mombasa Road, Nairobi";360.0;16.96;0.0;"Cash";5.0;"2023-02-10";"19:34:00";"2023-02-10";"19:46:00"
"Diani Road 5219, Nairobi";1240.0;56.02;0.0;"Cash";28.0;"2023-02-10";"16:37:00";"2023-02-10";"18:03:00"
"Karen CrossRoads Mall, Nairobi";410.0;19.42;0.0;"Cash";11.0;"2023-02-10";"16:02:00";"2023-02-10";"16:27:00"
"Mombasa Road, Nairobi";850.0;38.84;0.0;"Cash";25.0;"2023-02-10";"15:21:00";"2023-02-10";"15:59:00"
"Airport North Road, Nairobi";420.0;20.19;0.0;"Cash";10.0;"2023-02-10";"15:01:00";"2023-02-10";"15:21:00"
"Mankuli Road, Nairobi";440.0;21.07;0.0;"Cash";10.0;"2023-02-10";"14:37:00";"2023-02-10";"15:00:00"
"Amani Court, Nairobi";590.0;23.43;0.0;"Cash";10.0;"2023-02-10";"13:45:00";"2023-02-10";"14:25:00"
"General Waruingi Street, Nairobi";450.0;21.27;0.0;"Cash";10.0;"2023-02-10";"12:49:00";"2023-02-10";"13:16:00"
"Ngong Road, Nairobi";1430.0;66.64;0.0;"Cash";36.0;"2023-02-10";"11:10:00";"2023-02-10";"12:49:00"
"Mtama Road 89200, Nairobi";380.0;18.07;0.0;"Cash";8.0;"2023-02-10";"10:31:00";"2023-02-10";"11:03:00"
"United Nations Avenue, Nairobi";670.0;31.87;0.0;"Cash";17.0;"2023-02-10";"09:38:00";"2023-02-10";"10:31:00"
"Donholm Road, Nairobi";790.0;36.79;0.0;"Cash";16.0;"2023-02-10";"07:46:00";"2023-02-10";"08:48:00"
"Galleria Shopping Mall, Nairobi";300.0;11.99;0.0;"Cash";4.0;"2023-02-09";"21:19:00";"2023-02-09";"21:39:00"
"Langata Road, Nairobi";300.0;14.4;0.0;"Cash";1.0;"2023-02-09";"20:43:00";"2023-02-09";"20:58:00"
"Street Elizabeth 77, Nairobi";350.0;16.49;0.0;"Cash";7.0;"2023-02-09";"20:20:00";"2023-02-09";"20:41:00"
"Shell Petrol Station Lavington, Nairobi";520.0;24.84;0.0;"Cash";12.0;"2023-02-09";"19:16:00";"2023-02-09";"19:43:00"
"Muringa Road, Nairobi";270.0;12.86;0.0;"Cash";4.0;"2023-02-09";"18:42:00";"2023-02-09";"18:59:00"
"Jabavu Road, Nairobi";210.0;10.16;0.0;"Cash";2.0;"2023-02-09";"18:28:00";"2023-02-09";"18:40:00"
"Delta Corner Road Delta Corner, Nairobi";290.0;14.01;0.0;"Cash";6.0;"2023-02-09";"18:00:00";"2023-02-09";"18:29:00"
"Four Points by Sheraton Nairobi Hurlingham, Nairobi, Kenya";360.0;17.26;0.0;"Cash";7.0;"2023-02-09";"17:34:00";"2023-02-09";"18:01:00"
"Kauria Close, Nairobi";260.0;12.55;0.0;"Cash";3.0;"2023-02-09";"16:00:00";"2023-02-09";"16:25:00"
"Limuru Road , Two Rivers Mall";1350.0;59.26;0.0;"Cash";26.0;"2023-02-09";"14:09:00";"2023-02-09";"15:49:00"
"Kiambu Road, Nairobi";450.0;21.6;0.0;"Cash";10.0;"2023-02-09";"13:40:00";"2023-02-09";"14:05:00"
"Nairobi, Kenya";360.0;17.06;0.0;"Cash";7.0;"2023-02-09";"13:10:00";"2023-02-09";"13:39:00"
"Eastleigh 1st Avenue, Nairobi";430.0;20.37;0.0;"Cash";10.0;"2023-02-09";"12:32:00";"2023-02-09";"13:07:00"
"Kapiti Road, Nairobi";380.0;18.24;0.0;"Cash";6.0;"2023-02-09";"11:39:00";"2023-02-09";"12:06:00"
"Ngong Road Bayswater Apartment, Nairobi";240.0;11.5;0.0;"Cash";3.0;"2023-02-09";"11:02:00";"2023-02-09";"11:24:00"
"Beya Beya Flats, Mai Mahiu Road, Nairobi, Kenya";280.0;13.32;0.0;"Cash";5.0;"2023-02-09";"10:07:00";"2023-02-09";"10:23:00"
"Pangani, Nairobi";350.0;16.76;0.0;"Cash";9.0;"2023-02-09";"08:55:00";"2023-02-09";"09:25:00"
"Moi Avenue Moi Avenue, Nairobi";260.0;12.47;0.0;"Cash";5.0;"2023-02-09";"08:27:00";"2023-02-09";"08:49:00"
"Mombasa Road Vision Plaza, Nairobi";440.0;21.15;0.0;"Cash";7.0;"2023-02-09";"07:37:00";"2023-02-09";"08:28:00"
"Donholm, Nairobi";430.0;20.43;0.0;"Cash";8.0;"2023-02-09";"06:58:00";"2023-02-09";"07:32:00"
"Total Rosslyn, Nairobi";560.0;26.62;0.0;"Cash";13.0;"2023-02-06";"18:36:00";"2023-02-06";"19:04:00"
"Thindigua Highway Street";470.0;22.51;0.0;"Cash";11.0;"2023-02-06";"17:18:00";"2023-02-06";"17:58:00"
"PLNS-Learning Center, Getathuru Road, Wangige, Kenya";740.0;34.89;0.0;"Cash";16.0;"2023-02-06";"16:12:00";"2023-02-06";"17:17:00"
"New Garden Estate Road, Nairobi";930.0;42.67;0.0;"Cash";23.0;"2023-02-06";"15:20:00";"2023-02-06";"16:04:00"
"State House Road, Nairobi";460.0;21.71;0.0;"Cash";11.0;"2023-02-06";"14:37:00";"2023-02-06";"15:05:00"
"Applewood Adams, Ngong Road, Nairobi, Kenya";240.0;11.54;0.0;"Cash";4.0;"2023-02-06";"14:11:00";"2023-02-06";"14:32:00"
"Bunyala Road, Nairobi";650.0;30.6;0.0;"Cash";14.0;"2023-02-06";"13:29:00";"2023-02-06";"14:09:00"
"Mai Mahiu Road, Nairobi";190.0;9.12;0.0;"Cash";3.0;"2023-02-06";"13:16:00";"2023-02-06";"13:29:00"
"Sergeant Kahande Street, Nairobi";390.0;18.69;0.0;"Cash";8.0;"2023-02-06";"12:51:00";"2023-02-06";"13:14:00"
"Jalaram Road 19, Nairobi 00100";310.0;14.95;0.0;"Cash";6.0;"2023-02-06";"12:33:00";"2023-02-06";"12:49:00"
"2nd Parklands Avenue, Nairobi";190.0;9.0;0.0;"Cash";2.0;"2023-02-06";"12:26:00";"2023-02-06";"12:33:00"
"Eighth Street, Nairobi";410.0;19.59;0.0;"Cash";7.0;"2023-02-06";"11:39:00";"2023-02-06";"12:21:00"
"Shell Petrol Station- Wilson, Nairobi";390.0;18.65;0.0;"Cash";8.0;"2023-02-06";"11:06:00";"2023-02-06";"11:38:00"
"Haile Selassie Avenue Times Tower, Nairobi";190.0;9.11;0.0;"Cash";3.0;"2023-02-06";"10:26:00";"2023-02-06";"10:41:00"
"Terminal 1E, Nairobi Jomo Kenyatta Airport (NBO)";760.0;35.53;0.0;"Cash";22.0;"2023-02-06";"09:38:00";"2023-02-06";"10:22:00"
"Jabavu Road, Nairobi";980.0;41.68;0.0;"Cash";19.0;"2023-02-06";"08:40:00";"2023-02-06";"09:19:00"
"Bobos rest, Banda Street, Nairobi";260.0;12.52;0.0;"Cash";4.0;"2023-02-06";"08:24:00";"2023-02-06";"08:40:00"
"State House Road, Nairobi";250.0;11.7;0.0;"Cash";2.0;"2023-02-06";"07:54:00";"2023-02-06";"08:10:00"
"Rhapta Road 126, Nairobi";610.0;29.02;0.0;"Cash";4.0;"2023-02-06";"07:30:00";"2023-02-06";"07:58:00"
"wabu plaza, Donholm Savannah Road, Nairobi, Kenya";830.0;38.45;0.0;"Cash";21.0;"2023-02-06";"06:31:00";"2023-02-06";"07:29:00"
"Jogoo Road Off, Nairobi";350.0;16.72;0.0;"Cash";6.0;"2023-02-05";"20:16:00";"2023-02-05";"20:38:00"
"Big Square - Wilson, Langata Rd, Nairobi, Nairobi";310.0;14.78;0.0;"Cash";6.0;"2023-02-05";"19:49:00";"2023-02-05";"20:10:00"
"Nairobi, Kenya";240.0;11.56;0.0;"Cash";5.0;"2023-02-05";"19:31:00";"2023-02-05";"19:46:00"
"Ole Kejuodo Road, Nairobi";510.0;24.29;0.0;"Cash";12.0;"2023-02-05";"18:53:00";"2023-02-05";"19:22:00"
"Kan Apartments - Kileleshwa, Nairobi, Kenya";360.0;17.06;0.0;"Cash";8.0;"2023-02-05";"18:20:00";"2023-02-05";"18:52:00"
"Forest Line Road 208, Nairobi";710.0;33.41;0.0;"Cash";17.0;"2023-02-05";"17:36:00";"2023-02-05";"18:19:00"
"Karen, Nairobi";250.0;11.72;0.0;"Cash";5.0;"2023-02-05";"17:14:00";"2023-02-05";"17:37:00"
"Dagoretti Road The Hub, Nairobi";270.0;10.49;0.0;"Cash";4.0;"2023-02-05";"17:03:00";"2023-02-05";"17:15:00"
"Karen, Nairobi";280.0;10.77;0.0;"Cash";4.0;"2023-02-05";"16:51:00";"2023-02-05";"17:03:00"
"Chambers Road, Nairobi";890.0;41.01;0.0;"Cash";22.0;"2023-02-05";"15:25:00";"2023-02-05";"16:20:00"
"Chandarana Food Plus Supermarket Ltd, Pramukh Swami Avenue, Nairobi";190.0;9.0;0.0;"Cash";3.0;"2023-02-05";"15:16:00";"2023-02-05";"15:25:00"
"Old Mombasa Road, Nairobi";780.0;36.41;0.0;"Bolt Payment";18.0;"2023-02-05";"14:32:00";"2023-02-05";"15:13:00"
"Moi Drive, Nairobi";580.0;27.58;0.0;"Cash";12.0;"2023-02-05";"13:49:00";"2023-02-05";"14:16:00"
"Naivas Umoja, Nairobi, Kenya";190.0;9.0;0.0;"Cash";1.0;"2023-02-05";"13:31:00";"2023-02-05";"13:44:00"
"Pipeline Estate Road, Nairobi";370.0;17.6;0.0;"Cash";8.0;"2023-02-05";"13:11:00";"2023-02-05";"13:30:00"
"Murang'a Road, Nairobi";310.0;14.98;0.0;"Cash";7.0;"2023-02-05";"12:46:00";"2023-02-05";"12:57:00"
"Kapiti Crescent, Nairobi";340.0;15.97;0.0;"Cash";6.0;"2023-02-05";"11:38:00";"2023-02-05";"11:57:00"
"Nairobi, Kenya";630.0;30.04;0.0;"Cash";16.0;"2023-02-05";"10:37:00";"2023-02-05";"11:00:00"
"The Safari Park Gardens, Nairobi";270.0;12.78;0.0;"Cash";5.0;"2023-02-05";"10:07:00";"2023-02-05";"10:31:00"
"5th Avenue Ngong I.K.M Place, P.O Box 11866, Nairobi, Nairobi";580.0;27.81;0.0;"Cash";15.0;"2023-02-05";"09:24:00";"2023-02-05";"09:55:00"
"Kijabe Street 59, Nairobi";380.0;17.97;0.0;"Cash";8.0;"2023-02-05";"09:02:00";"2023-02-05";"09:17:00"
"Donholm, Nairobi";510.0;24.1;0.0;"Cash";11.0;"2023-02-05";"08:24:00";"2023-02-05";"09:01:00"
"Kenyatta Hospital, Nairobi";230.0;10.82;0.0;"Cash";4.0;"2023-02-04";"22:29:00";"2023-02-04";"22:39:00"
"Hospital Entrance, Aga Khan University Hospital";340.0;15.98;0.0;"Cash";7.0;"2023-02-04";"22:04:00";"2023-02-04";"22:25:00"
"Suswa Road, Nairobi";460.0;21.75;0.0;"Cash";2.0;"2023-02-04";"21:44:00";"2023-02-04";"22:04:00"
"General Waruingi Street, Nairobi";350.0;16.48;0.0;"Cash";7.0;"2023-02-04";"21:21:00";"2023-02-04";"21:39:00"
"Mwanzi Road Westgate Mall, Nairobi";350.0;16.87;0.0;"Cash";8.0;"2023-02-04";"21:11:00";"2023-02-04";"21:25:00"
"Koinage Street Yala Towers, Nairobi";260.0;12.33;0.0;"Cash";5.0;"2023-02-04";"20:51:00";"2023-02-04";"21:10:00"
"Cherryville Apartments, Nairobi, Kenya";510.0;24.49;0.0;"Cash";11.0;"2023-02-04";"20:09:00";"2023-02-04";"20:38:00"
"Total Limuru Road, Limuru Road, Nairobi";600.0;28.41;0.0;"Cash";13.0;"2023-02-04";"19:43:00";"2023-02-04";"20:10:00"
"Kipande Athumani Street, Nairobi";320.0;15.2;0.0;"Cash";5.0;"2023-02-04";"19:14:00";"2023-02-04";"19:39:00"
"Jombo Road, Nairobi";540.0;25.86;0.0;"Cash";11.0;"2023-02-04";"18:36:00";"2023-02-04";"19:18:00"
"Burhan Estate, Nairobi";470.0;22.62;0.0;"Cash";7.0;"2023-02-04";"17:46:00";"2023-02-04";"18:20:00"
"Mwanzi Road Westgate Mall, Nairobi 00100";330.0;15.88;0.0;"Cash";6.0;"2023-02-04";"17:25:00";"2023-02-04";"17:46:00"
"Argwings Kodhek Road, Nairobi";370.0;17.73;0.0;"Cash";8.0;"2023-02-04";"17:00:00";"2023-02-04";"17:19:00"
"General Waruingi Street, Nairobi";710.0;33.67;0.0;"Cash";11.0;"2023-02-04";"15:30:00";"2023-02-04";"16:31:00"
"Northview Road, Nairobi";270.0;12.94;0.0;"Cash";2.0;"2023-02-04";"14:50:00";"2023-02-04";"15:15:00"
"Tom Mboya Street, Nairobi";400.0;19.2;0.0;"Cash";9.0;"2023-02-04";"14:32:00";"2023-02-04";"14:50:00"
"Kandara Road 49, Nairobi";280.0;13.44;0.0;"Bolt Payment";5.0;"2023-02-04";"14:14:00";"2023-02-04";"14:32:00"
"Nairobi, Kenya";680.0;32.05;0.0;"Cash";16.0;"2023-02-04";"13:19:00";"2023-02-04";"14:12:00"
"Limuru Road , Two Rivers Mall";240.0;9.0;0.0;"Cash";2.0;"2023-02-04";"12:29:00";"2023-02-04";"12:49:00"
"Muthangari Road, Nairobi";710.0;33.39;0.0;"Cash";16.0;"2023-02-04";"10:17:00";"2023-02-04";"10:55:00"
"Kingara Gardens Limited, Nairobi, Kenya";1080.0;49.32;0.0;"Cash";24.0;"2023-02-04";"08:46:00";"2023-02-04";"10:03:00"
"Al Amin Mosque, Nairobi, Kenya";260.0;12.16;0.0;"Cash";4.0;"2023-02-04";"08:22:00";"2023-02-04";"08:42:00"
"Plainsview Road, Nairobi";320.0;15.02;0.0;"Cash";6.0;"2023-02-04";"07:53:00";"2023-02-04";"08:14:00"
"SMARTS Laundry Cleaners, Gatonye Court, Nairobi, Kenya";450.0;21.24;0.0;"Cash";10.0;"2023-02-04";"07:25:00";"2023-02-04";"07:55:00"
"Molars Dental Clinic (Hurlingham), Lenana Road, Nairobi, Kenya";380.0;18.09;0.0;"Cash";2.0;"2023-02-02";"18:11:00";"2023-02-02";"18:30:00"
"Bangkok shopping mall, Eastleigh First Avenue, Nairobi City, Kenya";570.0;27.03;0.0;"Cash";12.0;"2023-02-02";"17:13:00";"2023-02-02";"18:11:00"
"Fortis Suites, Hospital Road, Nairobi";530.0;25.07;0.0;"Cash";10.0;"2023-02-02";"16:24:00";"2023-02-02";"17:06:00"
"Jakaya Kikwete Road, Nairobi";250.0;12.13;0.0;"Cash";5.0;"2023-02-02";"16:04:00";"2023-02-02";"16:24:00"
"Moi Avenue, Nairobi";200.0;9.54;0.0;"Cash";3.0;"2023-02-02";"15:48:00";"2023-02-02";"16:03:00"
"Gateway Place, Kilimani, Nairobi";190.0;9.12;0.0;"Cash";3.0;"2023-02-02";"15:10:00";"2023-02-02";"15:33:00"
"Naivasha Road, Nairobi";380.0;18.21;0.0;"Cash";8.0;"2023-02-02";"14:39:00";"2023-02-02";"15:10:00"
"Kingara Road, Nairobi";290.0;13.94;0.0;"Cash";4.0;"2023-02-02";"14:11:00";"2023-02-02";"14:33:00"
"House Of Leather & Gifts Adams Arcade, Kilimani Rd, Nairobi";190.0;9.0;0.0;"Cash";2.0;"2023-02-02";"13:46:00";"2023-02-02";"13:53:00"
"Woodley, Nairobi";190.0;9.0;0.0;"Cash";3.0;"2023-02-02";"13:20:00";"2023-02-02";"13:33:00"
"Trinity Gardens, Bald Wini Rd, Nairobi, Kenya";190.0;9.0;0.0;"Cash";2.0;"2023-02-02";"13:06:00";"2023-02-02";"13:18:00"
"LIFEMED PHARMACY HURLINGHAM, Argwings Kodhek Road, Nairobi, Kenya";190.0;9.0;0.0;"Cash";2.0;"2023-02-02";"12:45:00";"2023-02-02";"12:54:00"
"Nairobi, Kenya";320.0;15.46;0.0;"Cash";7.0;"2023-02-02";"11:50:00";"2023-02-02";"12:12:00"
"Birongo Square, Nairobi";190.0;9.0;0.0;"Cash";2.0;"2023-02-02";"11:32:00";"2023-02-02";"11:48:00"
"Kimathi Street Ground Floor, Old Mutual Building, Nairobi";290.0;13.59;0.0;"Cash";5.0;"2023-02-02";"11:05:00";"2023-02-02";"11:30:00"
"Senteu Plaza, Nairobi";300.0;14.06;0.0;"Cash";5.0;"2023-02-02";"10:43:00";"2023-02-02";"11:02:00"
"Lifespring Chapel Syokimau, Kenya";1090.0;52.09;0.0;"Cash";24.0;"2023-02-02";"09:39:00";"2023-02-02";"10:42:00"
"Donholm, Nairobi";510.0;24.2;0.0;"Cash";10.0;"2023-02-02";"06:55:00";"2023-02-02";"07:34:00"
"Kayole Spine Road, Nairobi";190.0;9.09;0.0;"Cash";2.0;"2023-02-01";"20:13:00";"2023-02-01";"20:24:00"
"Ralph Bunche Road, Nairobi";830.0;39.15;0.0;"Cash";17.0;"2023-02-01";"17:47:00";"2023-02-01";"19:08:00"
"Embakasi Road, Nairobi";880.0;40.47;0.0;"Cash";20.0;"2023-02-01";"16:58:00";"2023-02-01";"17:56:00"
"Tom Mboya Street 20, Nairobi";1020.0;46.34;0.0;"Cash";24.0;"2023-02-01";"15:31:00";"2023-02-01";"16:23:00"
"Kipande Athumani Street, Nairobi";300.0;14.08;0.0;"Cash";4.0;"2023-02-01";"15:03:00";"2023-02-01";"15:31:00"
"Westpark Towers, Parklands Road, Nairobi, Kenya";250.0;11.82;0.0;"Cash";5.0;"2023-02-01";"13:53:00";"2023-02-01";"14:14:00"
"Masjid Al-Huda - South B, Aoko Rd, Nairobi, Kenya";490.0;23.12;0.0;"Cash";8.0;"2023-02-01";"12:26:00";"2023-02-01";"12:57:00"
"Golden Gate Drive, Nairobi";640.0;25.84;0.0;"Cash";13.0;"2023-02-01";"10:18:00";"2023-02-01";"10:52:00"
"Bunyala Road, Nairobi";200.0;9.34;0.0;"Cash";3.0;"2023-02-01";"10:06:00";"2023-02-01";"10:18:00"
"Hatheru Road, Nairobi";430.0;20.35;0.0;"Cash";9.0;"2023-02-01";"09:20:00";"2023-02-01";"09:52:00"
"Bariko Industries Ltd, Nairobi, Kenya";980.0;44.92;0.0;"Cash";23.0;"2023-02-01";"07:20:00";"2023-02-01";"09:00:00"
