"Order time","Pickup address","Ride price","Booking fee","Toll fee","Cancellation fee","Tip","Currency","Payment method","Payment time","Distance","State"
"11.02.2023 11:17","Five Star Phase 2 Estate, Five Stars Road, Nairobi","410.00","19.47","0.00","0.00","0.00","Ksh","Cash","11.02.2023 11:42","7.00","Finished"
"11.02.2023 11:06","Mbagathi Road, Nairobi","300.00","14.27","0.00","0.00","0.00","Ksh","Cash","11.02.2023 11:20","6.00","Finished"
"11.02.2023 10:44","Magadi Road, Nairobi","450.00","21.38","0.00","0.00","0.00","Ksh",Bolt Payment,"11.02.2023 11:06","9.00","Finished"
"11.02.2023 09:31","Mlolongo, Kenya","990.00","47.37","0.00","0.00","0.00","Ksh","Cash","11.02.2023 10:29","23.00","Finished"
"11.02.2023 07:50","Nairobi, Kenya","620.00","24.58","100.00","0.00","0.00","Ksh","Cash","11.02.2023 08:19","12.00","Finished"
"11.02.2023 07:22","Green Court, Nairobi","400.00","19.09","0.00","0.00","0.00","Ksh","Cash","11.02.2023 07:48","8.00","Finished"
"10.02.2023 19:34","Old Mombasa Road, Nairobi","360.00","16.96","0.00","0.00","0.00","Ksh","Cash","10.02.2023 19:46","5.00","Finished"
"10.02.2023 16:37","Diani Road 5219, Nairobi","1240.00","56.02","0.00","0.00","0.00","Ksh","Cash","10.02.2023 18:03","28.00","Finished"
"10.02.2023 16:02","Karen CrossRoads Mall, Nairobi","410.00","19.42","0.00","0.00","0.00","Ksh","Cash","10.02.2023 16:27","11.00","Finished"
"10.02.2023 15:21","Mombasa Road, Nairobi","850.00","38.84","0.00","0.00","0.00","Ksh","Cash","10.02.2023 15:59","25.00","Finished"
"10.02.2023 15:01","Airport North Road, Nairobi","420.00","20.19","0.00","0.00","0.00","Ksh","Cash","10.02.2023 15:21","10.00","Finished"
"10.02.2023 14:37","Mankuli Road, Nairobi","440.00","21.07","0.00","0.00","0.00","Ksh","Cash","10.02.2023 15:00","10.00","Finished"
"10.02.2023 13:45","Amani Court, Nairobi","590.00","23.43","100.00","0.00","0.00","Ksh","Cash","10.02.2023 14:25","10.00","Finished"
"10.02.2023 12:49","General Waruingi Street, Nairobi","450.00","21.27","0.00","0.00","0.00","Ksh","Cash","10.02.2023 13:16","10.00","Finished"
"10.02.2023 11:10","Ngong Road, Nairobi","1430.00","66.64","0.00","0.00","0.00","Ksh","Cash","10.02.2023 12:49","36.00","Finished"
"10.02.2023 10:31","Mtama Road 89200, Nairobi","380.00","18.07","0.00","0.00","0.00","Ksh","Cash","10.02.2023 11:03","8.00","Finished"
"10.02.2023 09:38","United Nations Avenue, Nairobi","670.00","31.87","0.00","0.00","0.00","Ksh","Cash","10.02.2023 10:31","17.00","Finished"
"10.02.2023 07:46","Donholm Road, Nairobi","790.00","36.79","0.00","0.00","0.00","Ksh","Cash","10.02.2023 08:48","16.00","Finished"
"09.02.2023 21:19","Galleria Shopping Mall, Nairobi","300.00","11.99","50.00","0.00","0.00","Ksh","Cash","09.02.2023 21:39","4.00","Finished"
"09.02.2023 20:43","Langata Road, Nairobi","300.00","14.40","0.00","0.00","0.00","Ksh","Cash","09.02.2023 20:58","1.00","Finished"
"09.02.2023 20:20","Street Elizabeth 77, Nairobi","350.00","16.49","0.00","0.00","0.00","Ksh","Cash","09.02.2023 20:41","7.00","Finished"
"09.02.2023 19:16","Shell Petrol Station Lavington, Nairobi","520.00","24.84","0.00","0.00","0.00","Ksh","Cash","09.02.2023 19:43","12.00","Finished"
"09.02.2023 18:42","Muringa Road, Nairobi","270.00","12.86","0.00","0.00","0.00","Ksh","Cash","09.02.2023 18:59","4.00","Finished"
"09.02.2023 18:28","Jabavu Road, Nairobi","210.00","10.16","0.00","0.00","0.00","Ksh","Cash","09.02.2023 18:40","2.00","Finished"
"09.02.2023 18:00","Delta Corner Road Delta Corner, Nairobi","290.00","14.01","0.00","0.00","0.00","Ksh","Cash","09.02.2023 18:29","6.00","Finished"
"09.02.2023 17:34","Four Points by Sheraton Nairobi Hurlingham, Nairobi, Kenya","360.00","17.26","0.00","0.00","0.00","Ksh","Cash","09.02.2023 18:01","7.00","Finished"
"09.02.2023 16:00","Kauria Close, Nairobi","260.00","12.55","0.00","0.00","0.00","Ksh","Cash","09.02.2023 16:25","3.00","Finished"
"09.02.2023 14:09","Limuru Road , Two Rivers Mall","1350.00","59.26","50.00","0.00","0.00","Ksh","Cash","09.02.2023 15:49","26.00","Finished"
"09.02.2023 13:40","Kiambu Road, Nairobi","450.00","21.60","0.00","0.00","0.00","Ksh","Cash","09.02.2023 14:05","10.00","Finished"
"09.02.2023 13:10","Nairobi, Kenya","360.00","17.06","0.00","0.00","0.00","Ksh","Cash","09.02.2023 13:39","7.00","Finished"
"09.02.2023 12:32","Eastleigh 1st Avenue, Nairobi","430.00","20.37","0.00","0.00","0.00","Ksh","Cash","09.02.2023 13:07","10.00","Finished"
"09.02.2023 11:39","Kapiti Road, Nairobi","380.00","18.24","0.00","0.00","0.00","Ksh","Cash","09.02.2023 12:06","6.00","Finished"
"09.02.2023 11:02","Ngong Road Bayswater Apartment, Nairobi","240.00","11.50","0.00","0.00","0.00","Ksh","Cash","09.02.2023 11:24","3.00","Finished"
"09.02.2023 10:07","Beya Beya Flats, Mai Mahiu Road, Nairobi, Kenya","280.00","13.32","0.00","0.00","0.00","Ksh","Cash","09.02.2023 10:23","5.00","Finished"
"09.02.2023 08:55","Pangani, Nairobi","350.00","16.76","0.00","0.00","0.00","Ksh","Cash","09.02.2023 09:25","9.00","Finished"
"09.02.2023 08:27","Moi Avenue Moi Avenue, Nairobi","260.00","12.47","0.00","0.00","0.00","Ksh","Cash","09.02.2023 08:49","5.00","Finished"
"09.02.2023 07:37","Mombasa Road Vision Plaza, Nairobi","440.00","21.15","0.00","0.00","0.00","Ksh","Cash","09.02.2023 08:28","7.00","Finished"
"09.02.2023 06:58","Donholm, Nairobi","430.00","20.43","0.00","0.00","0.00","Ksh","Cash","09.02.2023 07:32","8.00","Finished"
"06.02.2023 18:36","Total Rosslyn, Nairobi","560.00","26.62","0.00","0.00","0.00","Ksh","Cash","06.02.2023 19:04","13.00","Finished"
"06.02.2023 17:18","Thindigua Highway Street","470.00","22.51","0.00","0.00","0.00","Ksh","Cash","06.02.2023 17:58","11.00","Finished"
"06.02.2023 16:12","PLNS-Learning Center, Getathuru Road, Wangige, Kenya","740.00","34.89","0.00","0.00","0.00","Ksh","Cash","06.02.2023 17:17","16.00","Finished"
"06.02.2023 15:20","New Garden Estate Road, Nairobi","930.00","42.67","0.00","0.00","0.00","Ksh","Cash","06.02.2023 16:04","23.00","Finished"
"06.02.2023 14:37","State House Road, Nairobi","460.00","21.71","0.00","0.00","0.00","Ksh","Cash","06.02.2023 15:05","11.00","Finished"
"06.02.2023 14:11","Applewood Adams, Ngong Road, Nairobi, Kenya","240.00","11.54","0.00","0.00","0.00","Ksh","Cash","06.02.2023 14:32","4.00","Finished"
"06.02.2023 13:29","Bunyala Road, Nairobi","650.00","30.60","0.00","0.00","0.00","Ksh","Cash","06.02.2023 14:09","14.00","Finished"
"06.02.2023 13:16","Mai Mahiu Road, Nairobi","190.00","9.12","0.00","0.00","0.00","Ksh","Cash","06.02.2023 13:29","3.00","Finished"
"06.02.2023 12:51","Sergeant Kahande Street, Nairobi","390.00","18.69","0.00","0.00","0.00","Ksh","Cash","06.02.2023 13:14","8.00","Finished"
"06.02.2023 12:33","Jalaram Road 19, Nairobi 00100","310.00","14.95","0.00","0.00","0.00","Ksh","Cash","06.02.2023 12:49","6.00","Finished"
"06.02.2023 12:26","2nd Parklands Avenue, Nairobi","190.00","9.00","0.00","0.00","0.00","Ksh","Cash","06.02.2023 12:33","2.00","Finished"
"06.02.2023 11:39","Eighth Street, Nairobi","410.00","19.59","0.00","0.00","0.00","Ksh","Cash","06.02.2023 12:21","7.00","Finished"
"06.02.2023 11:06","Shell Petrol Station- Wilson, Nairobi","390.00","18.65","0.00","0.00","0.00","Ksh","Cash","06.02.2023 11:38","8.00","Finished"
"06.02.2023 10:26","Haile Selassie Avenue Times Tower, Nairobi","190.00","9.11","0.00","0.00","0.00","Ksh","Cash","06.02.2023 10:41","3.00","Finished"
"06.02.2023 09:38","Terminal 1E, Nairobi Jomo Kenyatta Airport (NBO)","760.00","35.53","0.00","0.00","0.00","Ksh","Cash","06.02.2023 10:22","22.00","Finished"
"06.02.2023 08:40","Jabavu Road, Nairobi","980.00","41.68","100.00","0.00","0.00","Ksh","Cash","06.02.2023 09:19","19.00","Finished"
"06.02.2023 08:24","Bobos rest, Banda Street, Nairobi","260.00","12.52","0.00","0.00","0.00","Ksh","Cash","06.02.2023 08:40","4.00","Finished"
"06.02.2023 07:54","State House Road, Nairobi","250.00","11.70","0.00","0.00","0.00","Ksh","Cash","06.02.2023 08:10","2.00","Finished"
"06.02.2023 07:30","Rhapta Road 126, Nairobi","610.00","29.02","0.00","0.00","0.00","Ksh","Cash","06.02.2023 07:58","4.00","Finished"
"06.02.2023 06:31","wabu plaza, Donholm Savannah Road, Nairobi, Kenya","830.00","38.45","0.00","0.00","0.00","Ksh","Cash","06.02.2023 07:29","21.00","Finished"
"05.02.2023 20:16","Jogoo Road Off, Nairobi","350.00","16.72","0.00","0.00","0.00","Ksh","Cash","05.02.2023 20:38","6.00","Finished"
"05.02.2023 19:49","Big Square - Wilson, Langata Rd, Nairobi, Nairobi","310.00","14.78","0.00","0.00","0.00","Ksh","Cash","05.02.2023 20:10","6.00","Finished"
"05.02.2023 19:31","Nairobi, Kenya","240.00","11.56","0.00","0.00","0.00","Ksh","Cash","05.02.2023 19:46","5.00","Finished"
"05.02.2023 18:53","Ole Kejuodo Road, Nairobi","510.00","24.29","0.00","0.00","0.00","Ksh","Cash","05.02.2023 19:22","12.00","Finished"
"05.02.2023 18:20","Kan Apartments - Kileleshwa, Nairobi, Kenya","360.00","17.06","0.00","0.00","0.00","Ksh","Cash","05.02.2023 18:52","8.00","Finished"
"05.02.2023 17:36","Forest Line Road 208, Nairobi","710.00","33.41","0.00","0.00","0.00","Ksh","Cash","05.02.2023 18:19","17.00","Finished"
"05.02.2023 17:14","Karen, Nairobi","250.00","11.72","0.00","0.00","0.00","Ksh","Cash","05.02.2023 17:37","5.00","Finished"
"05.02.2023 17:03","Dagoretti Road The Hub, Nairobi","270.00","10.49","50.00","0.00","0.00","Ksh","Cash","05.02.2023 17:15","4.00","Finished"
"05.02.2023 16:51","Karen, Nairobi","280.00","10.77","50.00","0.00","0.00","Ksh","Cash","05.02.2023 17:03","4.00","Finished"
"05.02.2023 15:25","Chambers Road, Nairobi","890.00","41.01","0.00","0.00","0.00","Ksh","Cash","05.02.2023 16:20","22.00","Finished"
"05.02.2023 15:16","Chandarana Food Plus Supermarket Ltd, Pramukh Swami Avenue, Nairobi","190.00","9.00","0.00","0.00","0.00","Ksh","Cash","05.02.2023 15:25","3.00","Finished"
"05.02.2023 14:32","Old Mombasa Road, Nairobi","780.00","36.41","0.00","0.00","0.00","Ksh",Bolt Payment,"05.02.2023 15:13","18.00","Finished"
"05.02.2023 13:49","Moi Drive, Nairobi","580.00","27.58","0.00","0.00","0.00","Ksh","Cash","05.02.2023 14:16","12.00","Finished"
"05.02.2023 13:31","Naivas Umoja, Nairobi, Kenya","190.00","9.00","0.00","0.00","0.00","Ksh","Cash","05.02.2023 13:44","1.00","Finished"
"05.02.2023 13:11","Pipeline Estate Road, Nairobi","370.00","17.60","0.00","0.00","0.00","Ksh","Cash","05.02.2023 13:30","8.00","Finished"
"05.02.2023 12:46","Murang'a Road, Nairobi","310.00","14.98","0.00","0.00","0.00","Ksh","Cash","05.02.2023 12:57","7.00","Finished"
"05.02.2023 11:38","Kapiti Crescent, Nairobi","340.00","15.97","0.00","0.00","0.00","Ksh","Cash","05.02.2023 11:57","6.00","Finished"
"05.02.2023 10:37","Nairobi, Kenya","630.00","30.04","0.00","0.00","0.00","Ksh","Cash","05.02.2023 11:00","16.00","Finished"
"05.02.2023 10:07","The Safari Park Gardens, Nairobi","270.00","12.78","0.00","0.00","0.00","Ksh","Cash","05.02.2023 10:31","5.00","Finished"
"05.02.2023 09:24","5th Avenue Ngong I.K.M Place, P.O Box 11866, Nairobi, Nairobi","580.00","27.81","0.00","0.00","0.00","Ksh","Cash","05.02.2023 09:55","15.00","Finished"
"05.02.2023 09:02","Kijabe Street 59, Nairobi","380.00","17.97","0.00","0.00","0.00","Ksh","Cash","05.02.2023 09:17","8.00","Finished"
"05.02.2023 08:24","Donholm, Nairobi","510.00","24.10","0.00","0.00","0.00","Ksh","Cash","05.02.2023 09:01","11.00","Finished"
"04.02.2023 22:29","Kenyatta Hospital, Nairobi","230.00","10.82","0.00","0.00","0.00","Ksh","Cash","04.02.2023 22:39","4.00","Finished"
"04.02.2023 22:04","Hospital Entrance, Aga Khan University Hospital","340.00","15.98","0.00","0.00","0.00","Ksh","Cash","04.02.2023 22:25","7.00","Finished"
"04.02.2023 21:44","Suswa Road, Nairobi","460.00","21.75","0.00","0.00","0.00","Ksh","Cash","04.02.2023 22:04","2.00","Finished"
"04.02.2023 21:21","General Waruingi Street, Nairobi","350.00","16.48","0.00","0.00","0.00","Ksh","Cash","04.02.2023 21:39","7.00","Finished"
"04.02.2023 21:11","Mwanzi Road Westgate Mall, Nairobi","350.00","16.87","0.00","0.00","0.00","Ksh","Cash","04.02.2023 21:25","8.00","Finished"
"04.02.2023 20:51","Koinage Street Yala Towers, Nairobi","260.00","12.33","0.00","0.00","0.00","Ksh","Cash","04.02.2023 21:10","5.00","Finished"
"04.02.2023 20:09","Cherryville Apartments, Nairobi, Kenya","510.00","24.49","0.00","0.00","0.00","Ksh","Cash","04.02.2023 20:38","11.00","Finished"
"04.02.2023 19:43","Total Limuru Road, Limuru Road, Nairobi","600.00","28.41","0.00","0.00","0.00","Ksh","Cash","04.02.2023 20:10","13.00","Finished"
"04.02.2023 19:14","Kipande Athumani Street, Nairobi","320.00","15.20","0.00","0.00","0.00","Ksh","Cash","04.02.2023 19:39","5.00","Finished"
"04.02.2023 18:36","Jombo Road, Nairobi","540.00","25.86","0.00","0.00","0.00","Ksh","Cash","04.02.2023 19:18","11.00","Finished"
"04.02.2023 17:46","Burhan Estate, Nairobi","470.00","22.62","0.00","0.00","0.00","Ksh","Cash","04.02.2023 18:20","7.00","Finished"
"04.02.2023 17:25","Mwanzi Road Westgate Mall, Nairobi 00100","330.00","15.88","0.00","0.00","0.00","Ksh","Cash","04.02.2023 17:46","6.00","Finished"
"04.02.2023 17:00","Argwings Kodhek Road, Nairobi","370.00","17.73","0.00","0.00","0.00","Ksh","Cash","04.02.2023 17:19","8.00","Finished"
"04.02.2023 15:30","General Waruingi Street, Nairobi","710.00","33.67","0.00","0.00","0.00","Ksh","Cash","04.02.2023 16:31","11.00","Finished"
"04.02.2023 14:50","Northview Road, Nairobi","270.00","12.94","0.00","0.00","0.00","Ksh","Cash","04.02.2023 15:15","2.00","Finished"
"04.02.2023 14:32","Tom Mboya Street, Nairobi","400.00","19.20","0.00","0.00","0.00","Ksh","Cash","04.02.2023 14:50","9.00","Finished"
"04.02.2023 14:14","Kandara Road 49, Nairobi","280.00","13.44","0.00","0.00","0.00","Ksh",Bolt Payment,"04.02.2023 14:32","5.00","Finished"
"04.02.2023 13:19","Nairobi, Kenya","680.00","32.05","0.00","0.00","0.00","Ksh","Cash","04.02.2023 14:12","16.00","Finished"
"04.02.2023 12:29","Limuru Road , Two Rivers Mall","240.00","9.00","50.00","0.00","0.00","Ksh","Cash","04.02.2023 12:49","2.00","Finished"
"04.02.2023 10:17","Muthangari Road, Nairobi","710.00","33.39","0.00","0.00","0.00","Ksh","Cash","04.02.2023 10:55","16.00","Finished"
"04.02.2023 08:46","Kingara Gardens Limited, Nairobi, Kenya","1080.00","49.32","0.00","0.00","0.00","Ksh","Cash","04.02.2023 10:03","24.00","Finished"
"04.02.2023 08:22","Al Amin Mosque, Nairobi, Kenya","260.00","12.16","0.00","0.00","0.00","Ksh","Cash","04.02.2023 08:42","4.00","Finished"
"04.02.2023 07:53","Plainsview Road, Nairobi","320.00","15.02","0.00","0.00","0.00","Ksh","Cash","04.02.2023 08:14","6.00","Finished"
"04.02.2023 07:25","SMARTS Laundry Cleaners, Gatonye Court, Nairobi, Kenya","450.00","21.24","0.00","0.00","0.00","Ksh","Cash","04.02.2023 07:55","10.00","Finished"
"02.02.2023 18:11","Molars Dental Clinic (Hurlingham), Lenana Road, Nairobi, Kenya","380.00","18.09","0.00","0.00","0.00","Ksh","Cash","02.02.2023 18:30","2.00","Finished"
"02.02.2023 17:13","Bangkok shopping mall, Eastleigh First Avenue, Nairobi City, Kenya","570.00","27.03","0.00","0.00","0.00","Ksh","Cash","02.02.2023 18:11","12.00","Finished"
"02.02.2023 16:24","Fortis Suites, Hospital Road, Nairobi","530.00","25.07","0.00","0.00","0.00","Ksh","Cash","02.02.2023 17:06","10.00","Finished"
"02.02.2023 16:04","Jakaya Kikwete Road, Nairobi","250.00","12.13","0.00","0.00","0.00","Ksh","Cash","02.02.2023 16:24","5.00","Finished"
"02.02.2023 15:48","Moi Avenue, Nairobi","200.00","9.54","0.00","0.00","0.00","Ksh","Cash","02.02.2023 16:03","3.00","Finished"
"02.02.2023 15:10","Gateway Place, Kilimani, Nairobi","190.00","9.12","0.00","0.00","0.00","Ksh","Cash","02.02.2023 15:33","3.00","Finished"
"02.02.2023 14:39","Naivasha Road, Nairobi","380.00","18.21","0.00","0.00","0.00","Ksh","Cash","02.02.2023 15:10","8.00","Finished"
"02.02.2023 14:11","Kingara Road, Nairobi","290.00","13.94","0.00","0.00","0.00","Ksh","Cash","02.02.2023 14:33","4.00","Finished"
"02.02.2023 13:46","House Of Leather & Gifts Adams Arcade, Kilimani Rd, Nairobi","190.00","9.00","0.00","0.00","0.00","Ksh","Cash","02.02.2023 13:53","2.00","Finished"
"02.02.2023 13:20","Woodley, Nairobi","190.00","9.00","0.00","0.00","0.00","Ksh","Cash","02.02.2023 13:33","3.00","Finished"
"02.02.2023 13:06","Trinity Gardens, Bald Wini Rd, Nairobi, Kenya","190.00","9.00","0.00","0.00","0.00","Ksh","Cash","02.02.2023 13:18","2.00","Finished"
"02.02.2023 12:45","LIFEMED PHARMACY HURLINGHAM, Argwings Kodhek Road, Nairobi, Kenya","190.00","9.00","0.00","0.00","0.00","Ksh","Cash","02.02.2023 12:54","2.00","Finished"
"02.02.2023 11:50","Nairobi, Kenya","320.00","15.46","0.00","0.00","0.00","Ksh","Cash","02.02.2023 12:12","7.00","Finished"
"02.02.2023 11:32","Birongo Square, Nairobi","190.00","9.00","0.00","0.00","0.00","Ksh","Cash","02.02.2023 11:48","2.00","Finished"
"02.02.2023 11:05","Kimathi Street Ground Floor, Old Mutual Building, Nairobi","290.00","13.59","0.00","0.00","0.00","Ksh","Cash","02.02.2023 11:30","5.00","Finished"
"02.02.2023 10:43","Senteu Plaza, Nairobi","300.00","14.06","0.00","0.00","0.00","Ksh","Cash","02.02.2023 11:02","5.00","Finished"
"02.02.2023 09:39","Lifespring Chapel Syokimau, Kenya","1090.00","52.09","0.00","0.00","0.00","Ksh","Cash","02.02.2023 10:42","24.00","Finished"
"02.02.2023 06:55","Donholm, Nairobi","510.00","24.20","0.00","0.00","0.00","Ksh","Cash","02.02.2023 07:34","10.00","Finished"
"01.02.2023 20:13","Kayole Spine Road, Nairobi","190.00","9.09","0.00","0.00","0.00","Ksh","Cash","01.02.2023 20:24","2.00","Finished"
"01.02.2023 17:47","Ralph Bunche Road, Nairobi","830.00","39.15","0.00","0.00","0.00","Ksh","Cash","01.02.2023 19:08","17.00","Finished"
"01.02.2023 16:58","Embakasi Road, Nairobi","880.00","40.47","0.00","0.00","0.00","Ksh","Cash","01.02.2023 17:56","20.00","Finished"
"01.02.2023 15:31","Tom Mboya Street 20, Nairobi","1020.00","46.34","0.00","0.00","0.00","Ksh","Cash","01.02.2023 16:23","24.00","Finished"
"01.02.2023 15:03","Kipande Athumani Street, Nairobi","300.00","14.08","0.00","0.00","0.00","Ksh","Cash","01.02.2023 15:31","4.00","Finished"
"01.02.2023 13:53","Westpark Towers, Parklands Road, Nairobi, Kenya","250.00","11.82","0.00","0.00","0.00","Ksh","Cash","01.02.2023 14:14","5.00","Finished"
"01.02.2023 12:26","Masjid Al-Huda - South B, Aoko Rd, Nairobi, Kenya","490.00","23.12","0.00","0.00","0.00","Ksh","Cash","01.02.2023 12:57","8.00","Finished"
"01.02.2023 10:18","Golden Gate Drive, Nairobi","640.00","25.84","100.00","0.00","0.00","Ksh","Cash","01.02.2023 10:52","13.00","Finished"
"01.02.2023 10:06","Bunyala Road, Nairobi","200.00","9.34","0.00","0.00","0.00","Ksh","Cash","01.02.2023 10:18","3.00","Finished"
"01.02.2023 09:20","Hatheru Road, Nairobi","430.00","20.35","0.00","0.00","0.00","Ksh","Cash","01.02.2023 09:52","9.00","Finished"
"01.02.2023 07:20","Bariko Industries Ltd, Nairobi, Kenya","980.00","44.92","0.00","0.00","0.00","Ksh","Cash","01.02.2023 09:00","23.00","Finished"
